,Year,Ridership,city
2,2014,12065.0,Paso Robles
3,2015,12149.0,Paso Robles
4,2016,12037.0,Paso Robles
5,2017,11377.0,Paso Robles
6,2018,10747.0,Paso Robles
0,2012,5706.0,Pauls Valley
1,2013,5360.0,Pauls Valley
2,2014,5816.0,Pauls Valley
3,2015,4535.0,Pauls Valley
4,2016,4321.0,Pauls Valley
5,2017,4740.0,Pauls Valley
6,2018,4065.0,Pauls Valley
0,2012,N/A,Pensacola
1,2013,N/A,Pensacola
2,2014,N/A,Pensacola
3,2015,N/A,Pensacola
4,2016,N/A,Pensacola
5,2017,N/A,Pensacola
6,2018,N/A,Pensacola
0,2012,22387.0,Petersburg
1,2013,27909.0,Petersburg
2,2014,29286.0,Petersburg
3,2015,29780.0,Petersburg
4,2016,29986.0,Petersburg
5,2017,30727.0,Petersburg
6,2018,31497.0,Petersburg
0,2012,3982.6,Philadelphia - 30th Street Station
1,2013,4043.2,Philadelphia - 30th Street Station
2,2014,4009.5,Philadelphia - 30th Street Station
3,2015,4085.3,Philadelphia - 30th Street Station
4,2016,4264.5,Philadelphia - 30th Street Station
5,2017,4340.1,Philadelphia - 30th Street Station
6,2018,4417.0,Philadelphia - 30th Street Station
0,2012,2971.0,Picayune
1,2013,2922.0,Picayune
2,2014,2517.0,Picayune
3,2015,2223.0,Picayune
4,2016,2458.0,Picayune
5,2017,2363.0,Picayune
6,2018,2119.0,Picayune
0,2012,125.2,Pittsburgh
1,2013,131.4,Pittsburgh
2,2014,146.2,Pittsburgh
3,2015,147.5,Pittsburgh
4,2016,143.5,Pittsburgh
5,2017,142.8,Pittsburgh
6,2018,136.8,Pittsburgh
0,2012,7204.0,Pittsfield
1,2013,7656.0,Pittsfield
2,2014,7541.0,Pittsfield
3,2015,7468.0,Pittsfield
4,2016,7827.0,Pittsfield
5,2017,8464.0,Pittsfield
6,2018,8270.0,Pittsfield
0,2012,6344.0,Plano
1,2013,6901.0,Plano
2,2014,7193.0,Plano
3,2015,6771.0,Plano
4,2016,6412.0,Plano
5,2017,6187.0,Plano
6,2018,6442.0,Plano
0,2012,12206.0,Plattsburgh
1,2013,13126.0,Plattsburgh
2,2014,13239.0,Plattsburgh
3,2015,14622.0,Plattsburgh
4,2016,13325.0,Plattsburgh
5,2017,13539.0,Plattsburgh
6,2018,13003.0,Plattsburgh
0,2012,1614.0,Pomona
1,2013,1461.0,Pomona
2,2014,1615.0,Pomona
3,2015,1812.0,Pomona
4,2016,1716.0,Pomona
5,2017,1601.0,Pomona
6,2018,1540.0,Pomona
0,2012,16062.0,Pontiac
1,2013,16517.0,Pontiac
2,2014,15897.0,Pontiac
3,2015,15714.0,Pontiac
4,2016,12870.0,Pontiac
5,2017,13107.0,Pontiac
6,2018,13964.0,Pontiac
0,2012,16062.0,Pontiac
1,2013,16517.0,Pontiac
2,2014,15897.0,Pontiac
3,2015,15714.0,Pontiac
4,2016,12870.0,Pontiac
5,2017,13107.0,Pontiac
6,2018,13964.0,Pontiac
0,2012,5938.0,Poplar Bluff
1,2013,5829.0,Poplar Bluff
2,2014,6017.0,Poplar Bluff
3,2015,5447.0,Poplar Bluff
4,2016,4764.0,Poplar Bluff
5,2017,4900.0,Poplar Bluff
6,2018,4640.0,Poplar Bluff
0,2012,2264.0,Port Henry
1,2013,2302.0,Port Henry
2,2014,2163.0,Port Henry
3,2015,2472.0,Port Henry
4,2016,2395.0,Port Henry
5,2017,2488.0,Port Henry
6,2018,2603.0,Port Henry
0,2012,26419.0,Port Huron
1,2013,29141.0,Port Huron
2,2014,29027.0,Port Huron
3,2015,23524.0,Port Huron
4,2016,20033.0,Port Huron
5,2017,20452.0,Port Huron
6,2018,19593.0,Port Huron
0,2012,Partial Data,Port Kent
1,2013,Partial Data,Port Kent
2,2014,Partial Data,Port Kent
3,2015,Partial Data,Port Kent
4,2016,Partial Data,Port Kent
5,2017,Partial Data,Port Kent
6,2018,Partial Data,Port Kent
0,2012,6747.0,Portage
1,2013,7455.0,Portage
2,2014,5847.0,Portage
3,2015,6116.0,Portage
4,2016,7786.0,Portage
5,2017,9077.0,Portage
6,2018,7266.0,Portage
0,2012,207.7,Portland
1,2013,182.4,Portland
2,2014,171.4,Portland
3,2015,129.3,Portland
4,2016,162.7,Portland
5,2017,156.3,Portland
6,2018,166.1,Portland
0,2012,641.1,Portland - Union Station
1,2013,632.4,Portland - Union Station
2,2014,569.8,Portland - Union Station
3,2015,553.3,Portland - Union Station
4,2016,578.1,Portland - Union Station
5,2017,583.6,Portland - Union Station
6,2018,565.9,Portland - Union Station
0,2012,86.9,Poughkeepsie
1,2013,93.7,Poughkeepsie
2,2014,97.3,Poughkeepsie
3,2015,99.9,Poughkeepsie
4,2016,100.3,Poughkeepsie
5,2017,100.8,Poughkeepsie
6,2018,93.9,Poughkeepsie
0,2012,3125.0,Prince
1,2013,3406.0,Prince
2,2014,3136.0,Prince
3,2015,2925.0,Prince
4,2016,2943.0,Prince
5,2017,2988.0,Prince
6,2018,2162.0,Prince
0,2012,34289.0,Princeton
1,2013,35611.0,Princeton
2,2014,35412.0,Princeton
3,2015,35363.0,Princeton
4,2016,36420.0,Princeton
5,2017,36230.0,Princeton
6,2018,37708.0,Princeton
0,2012,40947.0,Princeton Junction
1,2013,45685.0,Princeton Junction
2,2014,44004.0,Princeton Junction
3,2015,41493.0,Princeton Junction
4,2016,42226.0,Princeton Junction
5,2017,40550.0,Princeton Junction
6,2018,37050.0,Princeton Junction
0,2012,660.8,Providence
1,2013,651.4,Providence
2,2014,658.3,Providence
3,2015,684.7,Providence
4,2016,709.3,Providence
5,2017,735.8,Providence
6,2018,758.4,Providence
0,2012,5675.0,Provo
1,2013,6262.0,Provo
2,2014,5299.0,Provo
3,2015,4403.0,Provo
4,2016,5537.0,Provo
5,2017,5095.0,Provo
6,2018,5120.0,Provo
0,2012,2137.0,Purcell
1,2013,2431.0,Purcell
2,2014,1759.0,Purcell
3,2015,1960.0,Purcell
4,2016,1693.0,Purcell
5,2017,1860.0,Purcell
6,2018,1635.0,Purcell
0,2012,18294.0,Quantico
1,2013,18607.0,Quantico
2,2014,18224.0,Quantico
3,2015,18446.0,Quantico
4,2016,18383.0,Quantico
5,2017,18185.0,Quantico
6,2018,18948.0,Quantico
0,2012,52790.0,Quincy
1,2013,49372.0,Quincy
2,2014,46460.0,Quincy
3,2015,45490.0,Quincy
4,2016,41171.0,Quincy
5,2017,40869.0,Quincy
6,2018,36851.0,Quincy
0,2012,158.4,Raleigh
1,2013,154.0,Raleigh
2,2014,157.1,Raleigh
3,2015,157.3,Raleigh
4,2016,152.2,Raleigh
5,2017,146.8,Raleigh
6,2018,153.8,Raleigh
0,2012,2004.0,Randolph
1,2013,2009.0,Randolph
2,2014,2302.0,Randolph
3,2015,2072.0,Randolph
4,2016,1940.0,Randolph
5,2017,1833.0,Randolph
6,2018,1842.0,Randolph
0,2012,4909.0,Rantoul
1,2013,5823.0,Rantoul
2,2014,5908.0,Rantoul
3,2015,6371.0,Rantoul
4,2016,5660.0,Rantoul
5,2017,4773.0,Rantoul
6,2018,4999.0,Rantoul
0,2012,16292.0,Raton
1,2013,15733.0,Raton
2,2014,15875.0,Raton
3,2015,17621.0,Raton
4,2016,16454.0,Raton
5,2017,15122.0,Raton
6,2018,7392.0,Raton
0,2012,10289.0,Red Wing
1,2013,9525.0,Red Wing
2,2014,7586.0,Red Wing
3,2015,8004.0,Red Wing
4,2016,8390.0,Red Wing
5,2017,8557.0,Red Wing
6,2018,8265.0,Red Wing
0,2012,12059.0,Redding
1,2013,13269.0,Redding
2,2014,13263.0,Redding
3,2015,12345.0,Redding
4,2016,11208.0,Redding
5,2017,10475.0,Redding
6,2018,9822.0,Redding
0,2012,66986.0,Reno
1,2013,76878.0,Reno
2,2014,63029.0,Reno
3,2015,56318.0,Reno
4,2016,69297.0,Reno
5,2017,69904.0,Reno
6,2018,70518.0,Reno
0,2012,2342.0,Rensselaer
1,2013,2239.0,Rensselaer
2,2014,2154.0,Rensselaer
3,2015,2090.0,Rensselaer
4,2016,1963.0,Rensselaer
5,2017,2188.0,Rensselaer
6,2018,1816.0,Rensselaer
0,2012,175.1,Rhinecliff
1,2013,182.3,Rhinecliff
2,2014,184.3,Rhinecliff
3,2015,192.6,Rhinecliff
4,2016,199.9,Rhinecliff
5,2017,198.5,Rhinecliff
6,2018,198.1,Rhinecliff
0,2012,278.8,Richmond
1,2013,262.8,Richmond
2,2014,238.7,Richmond
3,2015,248.4,Richmond
4,2016,267.7,Richmond
5,2017,290.0,Richmond
6,2018,286.9,Richmond
0,2012,34330.0,Richmond - Main Street Station
1,2013,38127.0,Richmond - Main Street Station
2,2014,40636.0,Richmond - Main Street Station
3,2015,44732.0,Richmond - Main Street Station
4,2016,42283.0,Richmond - Main Street Station
5,2017,45825.0,Richmond - Main Street Station
6,2018,48033.0,Richmond - Main Street Station
0,2012,337.5,Richmond - Staples Mill Rd
1,2013,365.0,Richmond - Staples Mill Rd
2,2014,352.3,Richmond - Staples Mill Rd
3,2015,356.0,Richmond - Staples Mill Rd
4,2016,349.5,Richmond - Staples Mill Rd
5,2017,367.1,Richmond - Staples Mill Rd
6,2018,341.7,Richmond - Staples Mill Rd
0,2012,12197.0,Riverside
1,2013,12431.0,Riverside
2,2014,12105.0,Riverside
3,2015,12837.0,Riverside
4,2016,12287.0,Riverside
5,2017,12644.0,Riverside
6,2018,11474.0,Riverside
0,2012,Partial Data,Roanoke - Civic Center Bus Stop
1,2013,Partial Data,Roanoke - Civic Center Bus Stop
2,2014,Partial Data,Roanoke - Civic Center Bus Stop
3,2015,Partial Data,Roanoke - Civic Center Bus Stop
4,2016,Partial Data,Roanoke - Civic Center Bus Stop
5,2017,Partial Data,Roanoke - Civic Center Bus Stop
6,2018,Partial Data,Roanoke - Civic Center Bus Stop
0,2012,141.2,Rochester
1,2013,138.1,Rochester
2,2014,137.0,Rochester
3,2015,135.4,Rochester
4,2016,123.1,Rochester
5,2017,125.0,Rochester
6,2018,126.7,Rochester
0,2012,32991.0,Rocklin
1,2013,28953.0,Rocklin
2,2014,15414.0,Rocklin
3,2015,15074.0,Rocklin
4,2016,16403.0,Rocklin
5,2017,15926.0,Rocklin
6,2018,16956.0,Rocklin
0,2012,4213.0,Rockville
1,2013,5024.0,Rockville
2,2014,5338.0,Rockville
3,2015,4883.0,Rockville
4,2016,5561.0,Rockville
5,2017,5605.0,Rockville
6,2018,5162.0,Rockville
0,2012,53696.0,Rocky Mount
1,2013,52532.0,Rocky Mount
2,2014,52772.0,Rocky Mount
3,2015,54325.0,Rocky Mount
4,2016,53914.0,Rocky Mount
5,2017,52343.0,Rocky Mount
6,2018,51365.0,Rocky Mount
0,2012,9315.0,Rome
1,2013,9788.0,Rome
2,2014,9743.0,Rome
3,2015,9966.0,Rome
4,2016,9205.0,Rome
5,2017,8580.0,Rome
6,2018,6516.0,Rome
0,2012,62232.0,Roseville
1,2013,50338.0,Roseville
2,2014,32539.0,Roseville
3,2015,34528.0,Roseville
4,2016,39349.0,Roseville
5,2017,38484.0,Roseville
6,2018,38775.0,Roseville
0,2012,1353.0,Rouses Point
1,2013,1205.0,Rouses Point
2,2014,1257.0,Rouses Point
3,2015,1208.0,Rouses Point
4,2016,1276.0,Rouses Point
5,2017,1253.0,Rouses Point
6,2018,1302.0,Rouses Point
0,2012,32300.0,Royal Oak
1,2013,36548.0,Royal Oak
2,2014,34364.0,Royal Oak
3,2015,33324.0,Royal Oak
4,2016,26114.0,Royal Oak
5,2017,28320.0,Royal Oak
6,2018,27318.0,Royal Oak
0,2012,7057.0,Rugby
1,2013,5637.0,Rugby
2,2014,4053.0,Rugby
3,2015,4254.0,Rugby
4,2016,4161.0,Rugby
5,2017,4027.0,Rugby
6,2018,4102.0,Rugby
0,2012,16166.0,Rutland
1,2013,16342.0,Rutland
2,2014,16486.0,Rutland
3,2015,16325.0,Rutland
4,2016,14099.0,Rutland
5,2017,13719.0,Rutland
6,2018,12959.0,Rutland
0,2012,50105.0,Saco
1,2013,50041.0,Saco
2,2014,47813.0,Saco
3,2015,37561.0,Saco
4,2016,43292.0,Saco
5,2017,42078.0,Saco
6,2018,48158.0,Saco
0,2012,1170.3,Sacramento
1,2013,1113.8,Sacramento
2,2014,1005.8,Sacramento
3,2015,1011.4,Sacramento
4,2016,1038.2,Sacramento
5,2017,1059.8,Sacramento
6,2018,1072.1,Sacramento
0,2012,65737.0,Salem
1,2013,71393.0,Salem
2,2014,60218.0,Salem
3,2015,57558.0,Salem
4,2016,61033.0,Salem
5,2017,62852.0,Salem
6,2018,55090.0,Salem
0,2012,19879.0,Salinas - Downtown
1,2013,21977.0,Salinas - Downtown
2,2014,22233.0,Salinas - Downtown
3,2015,21716.0,Salinas - Downtown
4,2016,21336.0,Salinas - Downtown
5,2017,20410.0,Salinas - Downtown
6,2018,19099.0,Salinas - Downtown
0,2012,27606.0,Salisbury
1,2013,31539.0,Salisbury
2,2014,27238.0,Salisbury
3,2015,25311.0,Salisbury
4,2016,21681.0,Salisbury
5,2017,22148.0,Salisbury
6,2018,20693.0,Salisbury
0,2012,42211.0,Salt Lake City
1,2013,43562.0,Salt Lake City
2,2014,41100.0,Salt Lake City
3,2015,37065.0,Salt Lake City
4,2016,40890.0,Salt Lake City
5,2017,40163.0,Salt Lake City
6,2018,45195.0,Salt Lake City
0,2012,68753.0,San Antonio
1,2013,66682.0,San Antonio
2,2014,60783.0,San Antonio
3,2015,54502.0,San Antonio
4,2016,52042.0,San Antonio
5,2017,56124.0,San Antonio
6,2018,52719.0,San Antonio
0,2012,11554.0,San Bernardino
1,2013,11349.0,San Bernardino
2,2014,11888.0,San Bernardino
3,2015,12287.0,San Bernardino
4,2016,11579.0,San Bernardino
5,2017,12384.0,San Bernardino
6,2018,10656.0,San Bernardino
0,2012,9912.0,San Clemente
1,2013,15017.0,San Clemente
2,2014,12816.0,San Clemente
3,2015,13486.0,San Clemente
4,2016,15221.0,San Clemente
5,2017,14874.0,San Clemente
6,2018,14592.0,San Clemente
0,2012,688.9,San Diego
1,2013,665.9,San Diego
2,2014,626.4,San Diego
3,2015,677.0,San Diego
4,2016,686.8,San Diego
5,2017,680.1,San Diego
6,2018,666.0,San Diego
0,2012,Partial Data,San Diego - Sorrento Valley
1,2013,Partial Data,San Diego - Sorrento Valley
2,2014,Partial Data,San Diego - Sorrento Valley
3,2015,Partial Data,San Diego - Sorrento Valley
4,2016,Partial Data,San Diego - Sorrento Valley
5,2017,Partial Data,San Diego - Sorrento Valley
6,2018,Partial Data,San Diego - Sorrento Valley
0,2012,232.3,San Jose
1,2013,256.3,San Jose
2,2014,208.0,San Jose
3,2015,213.3,San Jose
4,2016,221.6,San Jose
5,2017,221.6,San Jose
6,2018,229.3,San Jose
0,2012,206.0,San Juan Capistrano
1,2013,205.0,San Juan Capistrano
2,2014,200.6,San Juan Capistrano
3,2015,208.6,San Juan Capistrano
4,2016,212.8,San Juan Capistrano
5,2017,208.9,San Juan Capistrano
6,2018,213.0,San Juan Capistrano
0,2012,108.1,San Luis Obispo
1,2013,114.5,San Luis Obispo
2,2014,110.0,San Luis Obispo
3,2015,110.7,San Luis Obispo
4,2016,107.2,San Luis Obispo
5,2017,104.5,San Luis Obispo
6,2018,101.1,San Luis Obispo
0,2012,7294.0,San Marcos
1,2013,7995.0,San Marcos
2,2014,6830.0,San Marcos
3,2015,7568.0,San Marcos
4,2016,6799.0,San Marcos
5,2017,8376.0,San Marcos
6,2018,7663.0,San Marcos
0,2012,255.0,Sanderson
1,2013,261.0,Sanderson
2,2014,238.0,Sanderson
3,2015,316.0,Sanderson
4,2016,184.0,Sanderson
5,2017,193.0,Sanderson
6,2018,269.0,Sanderson
0,2012,8815.0,Sandpoint
1,2013,9196.0,Sandpoint
2,2014,8489.0,Sandpoint
3,2015,7867.0,Sandpoint
4,2016,7510.0,Sandpoint
5,2017,7366.0,Sandpoint
6,2018,7166.0,Sandpoint
0,2012,9155.0,Sandusky
1,2013,9591.0,Sandusky
2,2014,9840.0,Sandusky
3,2015,8853.0,Sandusky
4,2016,9593.0,Sandusky
5,2017,10009.0,Sandusky
6,2018,9143.0,Sandusky
0,2012,264.0,Sanford - Auto Train Only
1,2013,265.2,Sanford - Auto Train Only
2,2014,273.6,Sanford - Auto Train Only
3,2015,271.4,Sanford - Auto Train Only
4,2016,238.3,Sanford - Auto Train Only
5,2017,228.9,Sanford - Auto Train Only
6,2018,224.8,Sanford - Auto Train Only
0,2012,135.5,Santa Ana
1,2013,137.0,Santa Ana
2,2014,134.6,Santa Ana
3,2015,141.3,Santa Ana
4,2016,148.1,Santa Ana
5,2017,148.9,Santa Ana
6,2018,151.1,Santa Ana
0,2012,301.1,Santa Barbara
1,2013,318.5,Santa Barbara
2,2014,315.9,Santa Barbara
3,2015,332.0,Santa Barbara
4,2016,335.5,Santa Barbara
5,2017,338.1,Santa Barbara
6,2018,363.2,Santa Barbara
0,2012,Partial Data,Santa Clara
1,2013,Partial Data,Santa Clara
2,2014,Partial Data,Santa Clara
3,2015,Partial Data,Santa Clara
4,2016,Partial Data,Santa Clara
5,2017,Partial Data,Santa Clara
6,2018,Partial Data,Santa Clara
0,2012,121.2,Santa Clara - Great America
1,2013,120.1,Santa Clara - Great America
2,2014,113.2,Santa Clara - Great America
3,2015,130.7,Santa Clara - Great America
4,2016,151.6,Santa Clara - Great America
5,2017,167.5,Santa Clara - Great America
6,2018,177.5,Santa Clara - Great America
0,2012,31557.0,Saratoga Springs
1,2013,32452.0,Saratoga Springs
2,2014,33203.0,Saratoga Springs
3,2015,35834.0,Saratoga Springs
4,2016,36510.0,Saratoga Springs
5,2017,36295.0,Saratoga Springs
6,2018,37303.0,Saratoga Springs
0,2012,71485.0,Savannah
1,2013,70671.0,Savannah
2,2014,62280.0,Savannah
3,2015,59608.0,Savannah
4,2016,55358.0,Savannah
5,2017,57180.0,Savannah
6,2018,53769.0,Savannah
0,2012,59734.0,Schenectady
1,2013,60933.0,Schenectady
2,2014,59965.0,Schenectady
3,2015,58177.0,Schenectady
4,2016,54733.0,Schenectady
5,2017,53887.0,Schenectady
6,2018,50130.0,Schenectady
0,2012,1755.0,Schriever
1,2013,1811.0,Schriever
2,2014,1923.0,Schriever
3,2015,2028.0,Schriever
4,2016,1455.0,Schriever
5,2017,1294.0,Schriever
6,2018,1238.0,Schriever
0,2012,647.1,Seattle - King Street Station
1,2013,622.7,Seattle - King Street Station
2,2014,611.4,Seattle - King Street Station
3,2015,594.0,Seattle - King Street Station
4,2016,635.7,Seattle - King Street Station
5,2017,652.7,Seattle - King Street Station
6,2018,677.5,Seattle - King Street Station
0,2012,18202.0,Sebring
1,2013,17111.0,Sebring
2,2014,17076.0,Sebring
3,2015,17397.0,Sebring
4,2016,16414.0,Sebring
5,2017,15214.0,Sebring
6,2018,13848.0,Sebring
0,2012,12194.0,Sedalia
1,2013,12322.0,Sedalia
2,2014,11774.0,Sedalia
3,2015,10986.0,Sedalia
4,2016,9900.0,Sedalia
5,2017,9756.0,Sedalia
6,2018,9289.0,Sedalia
0,2012,13388.0,Selma-Smithfield
1,2013,13222.0,Selma-Smithfield
2,2014,13401.0,Selma-Smithfield
3,2015,13597.0,Selma-Smithfield
4,2016,13132.0,Selma-Smithfield
5,2017,13084.0,Selma-Smithfield
6,2018,12290.0,Selma-Smithfield
0,2012,15501.0,Shelby
1,2013,14459.0,Shelby
2,2014,11984.0,Shelby
3,2015,11399.0,Shelby
4,2016,10823.0,Shelby
5,2017,10887.0,Shelby
6,2018,10387.0,Shelby
0,2012,40697.0,Simi Valley
1,2013,40126.0,Simi Valley
2,2014,41528.0,Simi Valley
3,2015,42365.0,Simi Valley
4,2016,42902.0,Simi Valley
5,2017,44298.0,Simi Valley
6,2018,44174.0,Simi Valley
0,2012,7101.0,Slidell
1,2013,7596.0,Slidell
2,2014,6846.0,Slidell
3,2015,6127.0,Slidell
4,2016,5961.0,Slidell
5,2017,5649.0,Slidell
6,2018,11098.0,Slidell
0,2012,416.6,Solana Beach
1,2013,423.6,Solana Beach
2,2014,373.3,Solana Beach
3,2015,391.2,Solana Beach
4,2016,380.9,Solana Beach
5,2017,370.1,Solana Beach
6,2018,377.1,Solana Beach
0,2012,24658.0,South Bend
1,2013,25452.0,South Bend
2,2014,24410.0,South Bend
3,2015,22044.0,South Bend
4,2016,21318.0,South Bend
5,2017,21750.0,South Bend
6,2018,21207.0,South Bend
0,2012,1037.0,South Portsmouth
1,2013,1010.0,South Portsmouth
2,2014,995.0,South Portsmouth
3,2015,1057.0,South Portsmouth
4,2016,1123.0,South Portsmouth
5,2017,1095.0,South Portsmouth
6,2018,875.0,South Portsmouth
0,2012,7092.0,Southern Pines
1,2013,7554.0,Southern Pines
2,2014,7208.0,Southern Pines
3,2015,7567.0,Southern Pines
4,2016,7112.0,Southern Pines
5,2017,7065.0,Southern Pines
6,2018,6925.0,Southern Pines
0,2012,4452.0,Spartanburg
1,2013,4545.0,Spartanburg
2,2014,4451.0,Spartanburg
3,2015,4143.0,Spartanburg
4,2016,3777.0,Spartanburg
5,2017,3548.0,Spartanburg
6,2018,3870.0,Spartanburg
0,2012,61940.0,Spokane
1,2013,63011.0,Spokane
2,2014,52846.0,Spokane
3,2015,49588.0,Spokane
4,2016,49837.0,Spokane
5,2017,49321.0,Spokane
6,2018,46784.0,Spokane
0,2012,140.9,Springfield
1,2013,139.4,Springfield
2,2014,133.3,Springfield
3,2015,123.2,Springfield
4,2016,92.4,Springfield
5,2017,88.2,Springfield
6,2018,99.4,Springfield
0,2012,140.9,Springfield
1,2013,139.4,Springfield
2,2014,133.3,Springfield
3,2015,123.2,Springfield
4,2016,92.4,Springfield
5,2017,88.2,Springfield
6,2018,99.4,Springfield
0,2012,3345.0,St. Albans
1,2013,3592.0,St. Albans
2,2014,4401.0,St. Albans
3,2015,4062.0,St. Albans
4,2016,3355.0,St. Albans
5,2017,3742.0,St. Albans
6,2018,3726.0,St. Albans
0,2012,13740.0,St. Cloud
1,2013,13537.0,St. Cloud
2,2014,10431.0,St. Cloud
3,2015,9950.0,St. Cloud
4,2016,11457.0,St. Cloud
5,2017,10325.0,St. Cloud
6,2018,9566.0,St. Cloud
0,2012,10818.0,St. Joseph
1,2013,11183.0,St. Joseph
2,2014,12292.0,St. Joseph
3,2015,11764.0,St. Joseph
4,2016,12479.0,St. Joseph
5,2017,13825.0,St. Joseph
6,2018,14670.0,St. Joseph
0,2012,343.5,St. Louis
1,2013,369.4,St. Louis
2,2014,344.6,St. Louis
3,2015,319.2,St. Louis
4,2016,328.1,St. Louis
5,2017,358.5,St. Louis
6,2018,357.2,St. Louis
0,2012,388.6,Stamford
1,2013,383.5,Stamford
2,2014,397.1,Stamford
3,2015,392.0,Stamford
4,2016,397.9,Stamford
5,2017,406.4,Stamford
6,2018,412.8,Stamford
0,2012,10234.0,Stanley
1,2013,9411.0,Stanley
2,2014,7036.0,Stanley
3,2015,6514.0,Stanley
4,2016,5133.0,Stanley
5,2017,4594.0,Stanley
6,2018,4297.0,Stanley
0,2012,4237.0,Stanwood
1,2013,4255.0,Stanwood
2,2014,4674.0,Stanwood
3,2015,4499.0,Stanwood
4,2016,4975.0,Stanwood
5,2017,5172.0,Stanwood
6,2018,5078.0,Stanwood
0,2012,7931.0,Staples
1,2013,6359.0,Staples
2,2014,5624.0,Staples
3,2015,5238.0,Staples
4,2016,6120.0,Staples
5,2017,5676.0,Staples
6,2018,5723.0,Staples
0,2012,Partial Data,State Street [New Haven]
1,2013,Partial Data,State Street [New Haven]
2,2014,Partial Data,State Street [New Haven]
3,2015,Partial Data,State Street [New Haven]
4,2016,Partial Data,State Street [New Haven]
5,2017,Partial Data,State Street [New Haven]
6,2018,Partial Data,State Street [New Haven]
0,2012,6930.0,Staunton
1,2013,7733.0,Staunton
2,2014,6823.0,Staunton
3,2015,6735.0,Staunton
4,2016,6250.0,Staunton
5,2017,6487.0,Staunton
6,2018,5160.0,Staunton
0,2012,272.9,Stockton
1,2013,288.9,Stockton
2,2014,287.3,Stockton
3,2015,289.8,Stockton
4,2016,279.4,Stockton
5,2017,293.2,Stockton
6,2018,285.8,Stockton
0,2012,39777.0,Stockton - ACE Station
1,2013,42601.0,Stockton - ACE Station
2,2014,40445.0,Stockton - ACE Station
3,2015,39323.0,Stockton - ACE Station
4,2016,37916.0,Stockton - ACE Station
5,2017,32266.0,Stockton - ACE Station
6,2018,24605.0,Stockton - ACE Station
0,2012,75052.0,Sturtevant
1,2013,74031.0,Sturtevant
2,2014,70341.0,Sturtevant
3,2015,74472.0,Sturtevant
4,2016,76987.0,Sturtevant
5,2017,83902.0,Sturtevant
6,2018,82814.0,Sturtevant
0,2012,199.9,Suisun-Fairfield
1,2013,195.5,Suisun-Fairfield
2,2014,161.6,Suisun-Fairfield
3,2015,163.8,Suisun-Fairfield
4,2016,167.4,Suisun-Fairfield
5,2017,163.7,Suisun-Fairfield
6,2018,138.6,Suisun-Fairfield
0,2012,9072.0,Summit
1,2013,11084.0,Summit
2,2014,12528.0,Summit
3,2015,12196.0,Summit
4,2016,11056.0,Summit
5,2017,12614.0,Summit
6,2018,18813.0,Summit
0,2012,148.8,Syracuse
1,2013,150.9,Syracuse
2,2014,149.1,Syracuse
3,2015,139.7,Syracuse
4,2016,126.5,Syracuse
5,2017,129.7,Syracuse
6,2018,127.2,Syracuse
0,2012,118.8,Tacoma
1,2013,123.3,Tacoma
2,2014,123.7,Tacoma
3,2015,117.0,Tacoma
4,2016,117.1,Tacoma
5,2017,113.5,Tacoma
6,2018,110.8,Tacoma
0,2012,N/A,Tallahassee
1,2013,N/A,Tallahassee
2,2014,N/A,Tallahassee
3,2015,N/A,Tallahassee
4,2016,N/A,Tallahassee
5,2017,N/A,Tallahassee
6,2018,N/A,Tallahassee
0,2012,144.7,Tampa
1,2013,133.4,Tampa
2,2014,126.8,Tampa
3,2015,117.4,Tampa
4,2016,105.7,Tampa
5,2017,106.5,Tampa
6,2018,105.7,Tampa
0,2012,4979.0,Taylor
1,2013,5425.0,Taylor
2,2014,4797.0,Taylor
3,2015,4798.0,Taylor
4,2016,5437.0,Taylor
5,2017,5484.0,Taylor
6,2018,5453.0,Taylor
0,2012,17856.0,Temple
1,2013,17690.0,Temple
2,2014,15378.0,Temple
3,2015,16023.0,Temple
4,2016,15535.0,Temple
5,2017,16461.0,Temple
6,2018,15330.0,Temple
0,2012,8849.0,Texarkana
1,2013,8903.0,Texarkana
2,2014,7853.0,Texarkana
3,2015,6894.0,Texarkana
4,2016,6207.0,Texarkana
5,2017,6231.0,Texarkana
6,2018,6133.0,Texarkana
0,2012,Partial Data,Thomasville
1,2013,Partial Data,Thomasville
2,2014,Partial Data,Thomasville
3,2015,Partial Data,Thomasville
4,2016,Partial Data,Thomasville
5,2017,Partial Data,Thomasville
6,2018,Partial Data,Thomasville
0,2012,264.0,Thurmond
1,2013,563.0,Thurmond
2,2014,390.0,Thurmond
3,2015,295.0,Thurmond
4,2016,293.0,Thurmond
5,2017,345.0,Thurmond
6,2018,285.0,Thurmond
0,2012,1996.0,Ticonderoga
1,2013,2227.0,Ticonderoga
2,2014,2075.0,Ticonderoga
3,2015,2304.0,Ticonderoga
4,2016,2246.0,Ticonderoga
5,2017,1770.0,Ticonderoga
6,2018,1807.0,Ticonderoga
0,2012,4434.0,Toccoa
1,2013,4266.0,Toccoa
2,2014,3021.0,Toccoa
3,2015,2640.0,Toccoa
4,2016,2516.0,Toccoa
5,2017,2407.0,Toccoa
6,2018,2324.0,Toccoa
0,2012,68159.0,Toledo
1,2013,67197.0,Toledo
2,2014,62282.0,Toledo
3,2015,58098.0,Toledo
4,2016,54898.0,Toledo
5,2017,55581.0,Toledo
6,2018,50960.0,Toledo
